Algorithm,Run_Index,Time_Enc_s,Time_Dec_s,NPCR_percent,UACI_percent,Entropy,Corr_Hor,Corr_Ver,Corr_Diag
DES-CBC (MATLAB*),95,1.02962600,0.00343900,98.885676,33.121120,7.990493,0.021010,0.037316,0.013314
DES-CBC (MATLAB*),96,1.02978000,0.00342200,98.844797,33.302720,7.989818,0.007714,0.000706,0.014653
DES-CBC (MATLAB*),97,1.02167800,0.00337900,98.806946,33.131077,7.990593,0.017369,0.029743,0.024353
DES-CBC (MATLAB*),98,1.03073000,0.00333100,98.879620,33.201197,7.990951,0.006896,0.013831,0.002763
DES-CBC (MATLAB*),99,1.02282900,0.00333400,98.847825,33.216201,7.990085,0.018129,0.025482,0.027657
DES-CBC (MATLAB*),100,1.02355600,0.00332400,98.819059,33.254550,7.990187,-0.000385,0.024887,-0.002262
AES-CBC (MATLAB*),1,0.40773800,0.01433700,99.600220,33.479255,7.997231,-0.010162,-0.023409,0.002488
AES-CBC (MATLAB*),2,0.41261200,0.01397500,99.627686,33.476808,7.997406,0.017595,0.011605,-0.003524
AES-CBC (MATLAB*),3,0.40425000,0.01380800,99.607849,33.442730,7.997145,0.016829,-0.004443,0.009541
AES-CBC (MATLAB*),4,0.40264200,0.01395600,99.671936,33.574512,7.997054,0.013426,-0.023233,0.010803
AES-CBC (MATLAB*),5,0.40758400,0.01403300,99.607849,33.514877,7.997328,0.020121,-0.026032,0.010081
AES-CBC (MATLAB*),6,0.40781100,0.01989900,99.612427,33.513950,7.996963,0.006789,-0.000702,-0.006013
AES-CBC (MATLAB*),7,0.40166300,0.01996600,99.642944,33.465307,7.997326,0.002153,-0.000568,-0.031407
AES-CBC (MATLAB*),8,0.40676100,0.01987100,99.609375,33.447218,7.997391,-0.008425,-0.012627,0.030666
AES-CBC (MATLAB*),9,0.41256300,0.01396300,99.592590,33.492689,7.996922,0.011682,-0.003608,0.009079
AES-CBC (MATLAB*),10,0.41250600,0.01415800,99.606323,33.497985,7.997192,0.013408,0.013685,-0.009448
AES-CBC (MATLAB*),11,0.40624400,0.01403400,99.609375,33.332442,7.997111,-0.006677,-0.013090,0.023053
AES-CBC (MATLAB*),12,0.40461200,0.01401200,99.623108,33.401938,7.997117,-0.014793,-0.022464,0.006592
AES-CBC (MATLAB*),13,0.40663900,0.01392300,99.659729,33.506613,7.997346,0.007934,0.000882,0.008458
AES-CBC (MATLAB*),14,0.40599500,0.01451800,99.629211,33.467832,7.997385,-0.002347,0.012812,-0.004870
AES-CBC (MATLAB*),15,0.40355300,0.01949300,99.601746,33.367405,7.997144,0.000055,0.026244,0.005156
AES-CBC (MATLAB*),16,0.40422400,0.01405000,99.594116,33.468329,7.997568,-0.003808,0.000345,0.006851
AES-CBC (MATLAB*),17,0.40668900,0.01408800,99.586487,33.396547,7.997489,-0.003947,0.002894,0.010452
AES-CBC (MATLAB*),18,0.40555900,0.01406400,99.642944,33.336002,7.997719,-0.016073,0.000140,0.007252
AES-CBC (MATLAB*),19,0.40562400,0.01408400,99.578857,33.523410,7.996732,0.022002,-0.012915,0.016150
AES-CBC (MATLAB*),20,0.40410300,0.01998500,99.624634,33.617458,7.997323,-0.023682,0.022060,0.012119
AES-CBC (MATLAB*),21,0.40606900,0.01998100,99.597168,33.341435,7.997381,-0.010254,0.023033,0.007042
AES-CBC (MATLAB*),22,0.40584500,0.01406300,99.600220,33.487902,7.996520,-0.023573,-0.025781,-0.001298
AES-CBC (MATLAB*),23,0.40361300,0.01987000,99.597168,33.488393,7.997147,0.002924,-0.005500,0.006707
AES-CBC (MATLAB*),24,0.40591500,0.01405000,99.629211,33.429577,7.997692,-0.000543,-0.004385,0.005078
AES-CBC (MATLAB*),25,0.40839800,0.01408200,99.612427,33.439307,7.997119,-0.000472,-0.010298,-0.004818
AES-CBC (MATLAB*),26,0.40466600,0.01410200,99.598694,33.492150,7.997178,0.002744,-0.014059,-0.013381
AES-CBC (MATLAB*),27,0.40845200,0.01992100,99.635315,33.244419,7.996927,0.025863,0.033680,0.003957
AES-CBC (MATLAB*),28,0.40702700,0.01401700,99.598694,33.407832,7.997091,0.010177,-0.004973,0.003829
AES-CBC (MATLAB*),29,0.40448600,0.01995500,99.618530,33.494717,7.996907,0.000505,-0.031013,-0.004065
AES-CBC (MATLAB*),30,0.40124600,0.01379900,99.607849,33.499696,7.997336,0.011499,-0.012727,-0.006403
AES-CBC (MATLAB*),31,0.40576100,0.01418300,99.649048,33.479399,7.997621,-0.024973,0.001865,0.015769
AES-CBC (MATLAB*),32,0.40594200,0.01395300,99.577332,33.519526,7.997064,-0.013701,-0.011724,0.017614
AES-CBC (MATLAB*),33,0.40510600,0.01404700,99.598694,33.542618,7.996940,0.008601,-0.014305,0.000958
AES-CBC (MATLAB*),34,0.40474700,0.01444400,99.612427,33.445099,7.996714,0.031954,0.006015,0.019412
AES-CBC (MATLAB*),35,0.40446300,0.01413900,99.598694,33.369105,7.997027,-0.032791,0.000894,0.014408
AES-CBC (MATLAB*),36,0.40571800,0.01994500,99.588013,33.206380,7.997505,-0.012929,0.000115,0.023767
AES-CBC (MATLAB*),37,0.40305500,0.01401200,99.584961,33.541505,7.997608,-0.010662,0.034397,-0.008671
AES-CBC (MATLAB*),38,0.40456900,0.01396700,99.623108,33.593116,7.997016,-0.012612,-0.009982,0.014137
AES-CBC (MATLAB*),39,0.40343500,0.01407300,99.639893,33.480362,7.997227,0.020384,0.045839,0.018073
AES-CBC (MATLAB*),40,0.40940900,0.01416500,99.641418,33.505219,7.997171,-0.016807,-0.004435,0.013411
AES-CBC (MATLAB*),41,0.41011900,0.01414600,99.597168,33.346205,7.996733,-0.000994,0.006858,-0.020830
AES-CBC (MATLAB*),42,0.41068700,0.01415100,99.636841,33.638671,7.996737,-0.022161,-0.021185,0.014982
AES-CBC (MATLAB*),43,0.40737600,0.01395800,99.617004,33.423241,7.996902,-0.002287,-0.003018,-0.001474
AES-CBC (MATLAB*),44,0.40485000,0.01402800,99.610901,33.560258,7.997378,-0.005410,-0.001578,-0.002217
AES-CBC (MATLAB*),45,0.40868000,0.01388400,99.636841,33.405857,7.997576,0.010388,0.006348,0.018152
AES-CBC (MATLAB*),46,0.40439300,0.01617800,99.575806,33.402758,7.996945,-0.000752,0.010852,-0.018901
AES-CBC (MATLAB*),47,0.40057600,0.01390100,99.607849,33.446727,7.997216,0.001935,-0.025111,0.001264
AES-CBC (MATLAB*),48,0.40449400,0.01411700,99.604797,33.372240,7.997460,-0.005018,0.009050,0.000416
AES-CBC (MATLAB*),49,0.40442100,0.01391700,99.604797,33.324555,7.996939,0.005594,0.004548,0.007364
AES-CBC (MATLAB*),50,0.40181300,0.01961700,99.626160,33.500647,7.997208,0.011393,-0.005872,-0.003991
AES-CBC (MATLAB*),51,0.40421800,0.02051800,99.615479,33.545610,7.997158,0.007368,-0.012767,0.019043
AES-CBC (MATLAB*),52,0.40481500,0.02023600,99.617004,33.432324,7.997266,-0.002198,0.014351,-0.010237
AES-CBC (MATLAB*),53,0.40637300,0.01416800,99.649048,33.283650,7.997622,-0.001597,-0.032925,-0.002017
AES-CBC (MATLAB*),54,0.40505100,0.01417500,99.583435,33.458779,7.996970,-0.011648,-0.009520,0.005224
AES-CBC (MATLAB*),55,0.40252000,0.01970000,99.603271,33.555944,7.996969,-0.004795,0.010756,-0.003813
AES-CBC (MATLAB*),56,0.40496100,0.01365400,99.604797,33.463961,7.997370,0.016282,-0.021249,0.012906
AES-CBC (MATLAB*),57,0.40874200,0.01425300,99.595642,33.601990,7.997298,0.019722,0.013437,-0.013439
AES-CBC (MATLAB*),58,0.41337500,0.01403600,99.658203,33.567547,7.997785,-0.013672,0.004687,0.022310
AES-CBC (MATLAB*),59,0.41035500,0.01410100,99.630737,33.462321,7.997221,-0.021179,0.008289,0.005604
AES-CBC (MATLAB*),60,0.40684000,0.01378700,99.607849,33.548787,7.997289,0.017273,0.015932,0.008576
AES-CBC (MATLAB*),61,0.40488600,0.01980100,99.594116,33.373323,7.997159,0.001914,-0.002544,0.005449
AES-CBC (MATLAB*),62,0.40334000,0.01998000,99.580383,33.461950,7.997540,0.003406,-0.002276,-0.019977
AES-CBC (MATLAB*),63,0.42848400,0.01414800,99.647522,33.434011,7.997285,-0.002332,-0.013102,-0.022978
AES-CBC (MATLAB*),64,0.40879600,0.01409600,99.600220,33.472882,7.997438,-0.013083,-0.003764,-0.005637
AES-CBC (MATLAB*),65,0.40425100,0.01982800,99.626160,33.414337,7.997154,-0.010004,0.016351,0.002355
AES-CBC (MATLAB*),66,0.40822400,0.01988100,99.586487,33.419303,7.997144,0.008423,0.027782,-0.006624
AES-CBC (MATLAB*),67,0.40964600,0.01983500,99.656677,33.484868,7.997174,0.002268,-0.000696,0.032317
AES-CBC (MATLAB*),68,0.40456500,0.01385200,99.598694,33.338090,7.997126,0.002883,-0.009921,0.016225
AES-CBC (MATLAB*),69,0.40693200,0.01991800,99.607849,33.457085,7.997433,0.008710,0.013563,-0.007166
AES-CBC (MATLAB*),70,0.40844200,0.01410300,99.563599,33.303558,7.997242,0.000108,0.010586,0.009962
AES-CBC (MATLAB*),71,0.40267600,0.01461400,99.581909,33.509575,7.996969,0.019453,-0.025762,-0.001469
AES-CBC (MATLAB*),72,0.40775500,0.01415700,99.589539,33.457666,7.997373,0.038645,-0.009133,0.010476
AES-CBC (MATLAB*),73,0.40746200,0.01388100,99.591064,33.540207,7.997043,0.007601,-0.023141,0.018763
AES-CBC (MATLAB*),74,0.41251900,0.02046700,99.607849,33.441384,7.997417,0.010648,-0.034329,-0.019718
AES-CBC (MATLAB*),75,0.40304500,0.01394600,99.635315,33.427064,7.996830,-0.004994,-0.022739,0.014055
AES-CBC (MATLAB*),76,0.40360900,0.01443000,99.569702,33.417269,7.996747,-0.009808,0.026192,-0.023082
AES-CBC (MATLAB*),77,0.40497400,0.01626900,99.624634,33.363977,7.996910,0.011287,-0.002810,0.012338
AES-CBC (MATLAB*),78,0.40298100,0.01903900,99.565125,33.487938,7.996946,-0.014448,-0.010213,0.007869
AES-CBC (MATLAB*),79,0.40734500,0.01390500,99.627686,33.435801,7.996986,0.024429,-0.012668,-0.008194
AES-CBC (MATLAB*),80,0.40882200,0.01398500,99.584961,33.322945,7.997497,-0.017266,-0.014926,0.021503
AES-CBC (MATLAB*),81,0.40349700,0.01412300,99.549866,33.478178,7.996926,0.019757,-0.025863,-0.006565
AES-CBC (MATLAB*),82,0.40966100,0.01396000,99.591064,33.434083,7.997162,-0.004538,-0.027341,-0.007619
AES-CBC (MATLAB*),83,0.41023300,0.01396700,99.644470,33.390264,7.997315,0.003538,0.030452,0.025876
AES-CBC (MATLAB*),84,0.40651000,0.01450600,99.632263,33.503119,7.997319,0.004014,-0.030165,-0.015009
AES-CBC (MATLAB*),85,0.40271000,0.01393600,99.629211,33.355557,7.996876,0.021487,-0.002350,-0.027460
AES-CBC (MATLAB*),86,0.40749900,0.01410300,99.639893,33.534097,7.997022,-0.006082,-0.003642,-0.013949
AES-CBC (MATLAB*),87,0.41063100,0.01394000,99.578857,33.444758,7.997377,0.010625,-0.002518,0.030039
AES-CBC (MATLAB*),88,0.41139800,0.01410300,99.601746,33.505022,7.997328,0.000423,-0.006009,0.010195
AES-CBC (MATLAB*),89,0.40962600,0.01421400,99.615479,33.470142,7.997388,0.004716,-0.015497,-0.006481
AES-CBC (MATLAB*),90,0.40899500,0.01468400,99.623108,33.395805,7.996860,0.021311,-0.004946,0.006387
AES-CBC (MATLAB*),91,0.40629400,0.01402800,99.589539,33.573740,7.997203,0.000823,-0.023285,-0.013296
AES-CBC (MATLAB*),92,0.40800300,0.01396700,99.543762,33.534169,7.997024,-0.019344,0.012206,-0.016422
AES-CBC (MATLAB*),93,0.40650200,0.01402800,99.610901,33.509701,7.997238,0.023937,-0.017059,0.005799
AES-CBC (MATLAB*),94,0.40738900,0.02016800,99.609375,33.512783,7.997597,-0.027686,0.013006,0.025500
AES-CBC (MATLAB*),95,0.40544300,0.01452600,99.589539,33.261306,7.997099,-0.017424,0.005269,-0.035909
AES-CBC (MATLAB*),96,0.40972900,0.01985400,99.624634,33.537831,7.996762,-0.002733,-0.003707,-0.007041
AES-CBC (MATLAB*),97,0.40250100,0.01390300,99.642944,33.538932,7.997477,0.011899,0.010223,-0.009431
AES-CBC (MATLAB*),98,0.40712200,0.01406200,99.604797,33.285971,7.997073,-0.003108,-0.019063,0.013239
AES-CBC (MATLAB*),99,0.40756300,0.01433400,99.647522,33.442903,7.996758,-0.011057,0.020295,0.036476
AES-CBC (MATLAB*),100,0.40613100,0.01388200,99.615479,33.418579,7.997344,-0.001095,0.002171,-0.007123
Blowfish-CBC (MATLAB*),1,0.24279000,0.01074400,99.613953,33.491223,7.996995,0.002913,0.005887,0.002857
Blowfish-CBC (MATLAB*),2,0.23104500,0.00316000,99.638367,33.607321,7.997498,0.002319,0.013875,0.006875
Blowfish-CBC (MATLAB*),3,0.23368400,0.00315000,99.589539,33.495094,7.997069,-0.030999,0.005942,-0.018892
Blowfish-CBC (MATLAB*),4,0.23160900,0.00310000,99.591064,33.467467,7.997311,-0.002492,-0.008183,0.002596
Blowfish-CBC (MATLAB*),5,0.23373700,0.00308300,99.577332,33.322730,7.996817,0.009885,-0.010500,-0.014959
Blowfish-CBC (MATLAB*),6,0.23405400,0.00412300,99.580383,33.382772,7.997182,-0.006558,-0.005288,-0.004428
Blowfish-CBC (MATLAB*),7,0.23381800,0.00392700,99.624634,33.574416,7.997011,-0.004879,0.001242,-0.025644
Blowfish-CBC (MATLAB*),8,0.23293900,0.00409200,99.617004,33.282351,7.997252,-0.006516,0.000579,-0.001226
Blowfish-CBC (MATLAB*),9,0.23147900,0.00308200,99.623108,33.525654,7.997578,0.003268,0.004589,-0.032980
Blowfish-CBC (MATLAB*),10,0.23017700,0.00308100,99.597168,33.400298,7.997003,-0.014349,-0.028843,-0.001149
Blowfish-CBC (MATLAB*),11,0.23111500,0.00304600,99.642944,33.448229,7.997427,-0.003592,0.002110,0.021120
Blowfish-CBC (MATLAB*),12,0.22976800,0.00309200,99.647522,33.532511,7.997719,-0.001032,0.001325,0.010898
Blowfish-CBC (MATLAB*),13,0.23074500,0.00299400,99.591064,33.408550,7.997212,0.000621,0.025590,0.002547
Blowfish-CBC (MATLAB*),14,0.23250900,0.00318300,99.594116,33.367363,7.996875,0.009315,-0.001641,-0.003412
Blowfish-CBC (MATLAB*),15,0.23348200,0.00410400,99.615479,33.450497,7.997256,-0.001456,0.004448,0.007271
Blowfish-CBC (MATLAB*),16,0.23278900,0.00310400,99.604797,33.552079,7.996913,-0.016432,0.005265,-0.021006
Blowfish-CBC (MATLAB*),17,0.23016900,0.00308100,99.591064,33.264070,7.996437,0.001363,-0.009350,0.002083
Blowfish-CBC (MATLAB*),18,0.22977800,0.00291300,99.621582,33.348353,7.997210,-0.010427,0.030521,-0.005840
Blowfish-CBC (MATLAB*),19,0.23175600,0.00411300,99.636841,33.542684,7.997151,-0.004385,0.006652,0.001654
Blowfish-CBC (MATLAB*),20,0.23049100,0.00408100,99.652100,33.652045,7.997205,0.002818,-0.004090,-0.009421
Blowfish-CBC (MATLAB*),21,0.23077500,0.00399800,99.620056,33.500043,7.997259,0.010391,-0.015861,-0.006583
Blowfish-CBC (MATLAB*),22,0.23304700,0.00308900,99.604797,33.380941,7.996881,0.041228,0.030621,0.020409
Blowfish-CBC (MATLAB*),23,0.23039500,0.00411400,99.601746,33.604850,7.997278,-0.004588,-0.010927,-0.014373
Blowfish-CBC (MATLAB*),24,0.23021500,0.00396400,99.601746,33.486567,7.997375,0.023824,0.014715,-0.002673
Blowfish-CBC (MATLAB*),25,0.23046000,0.00318200,99.630737,33.492156,7.997238,-0.008774,0.005407,0.000958
Blowfish-CBC (MATLAB*),26,0.23014900,0.00303800,99.607849,33.437530,7.997251,-0.017050,-0.022828,-0.012926
Blowfish-CBC (MATLAB*),27,0.23299700,0.00398000,99.568176,33.539997,7.997430,0.001599,-0.008001,0.020945
Blowfish-CBC (MATLAB*),28,0.23217200,0.00303900,99.594116,33.344912,7.996898,-0.015862,-0.013170,-0.016466
Blowfish-CBC (MATLAB*),29,0.23431400,0.00401500,99.575806,33.373401,7.997508,0.007812,-0.007824,0.020174
Blowfish-CBC (MATLAB*),30,0.23298300,0.00299300,99.584961,33.505171,7.997304,-0.022049,-0.047608,-0.019147
Blowfish-CBC (MATLAB*),31,0.23121200,0.00309300,99.583435,33.419435,7.997259,0.003505,0.018687,-0.020765
Blowfish-CBC (MATLAB*),32,0.23254000,0.00303100,99.629211,33.524547,7.997132,0.005363,-0.019328,0.004370
Blowfish-CBC (MATLAB*),33,0.23197800,0.00309000,99.601746,33.521914,7.997335,-0.002472,-0.016149,-0.022358
Blowfish-CBC (MATLAB*),34,0.23182300,0.00302700,99.577332,33.333974,7.997058,0.002304,-0.006671,-0.016209
Blowfish-CBC (MATLAB*),35,0.23235400,0.00310900,99.624634,33.546813,7.997112,0.000640,-0.004577,0.027971
Blowfish-CBC (MATLAB*),36,0.23113700,0.00407600,99.603271,33.481122,7.996886,-0.022063,0.003485,0.001269
Blowfish-CBC (MATLAB*),37,0.23194000,0.00311600,99.612427,33.463470,7.996590,-0.023096,-0.007186,0.006755
Blowfish-CBC (MATLAB*),38,0.23299300,0.00316200,99.610901,33.492282,7.997396,-0.000142,0.001207,0.015526
Blowfish-CBC (MATLAB*),39,0.23234700,0.00406000,99.600220,33.515781,7.997167,0.011618,0.010262,-0.005304
Blowfish-CBC (MATLAB*),40,0.23181100,0.00295100,99.580383,33.518048,7.996775,-0.021978,-0.001293,-0.024572
Blowfish-CBC (MATLAB*),41,0.23185500,0.00308100,99.635315,33.586713,7.997336,0.005285,0.032360,0.012268
Blowfish-CBC (MATLAB*),42,0.23380000,0.00313500,99.577332,33.647814,7.996754,-0.032196,0.004835,-0.003952
Blowfish-CBC (MATLAB*),43,0.23873700,0.00311400,99.577332,33.545365,7.997476,-0.001661,-0.000224,-0.021186
Blowfish-CBC (MATLAB*),44,0.23312200,0.00303800,99.592590,33.547196,7.997201,-0.019231,0.009092,-0.000088
Blowfish-CBC (MATLAB*),45,0.23373100,0.00289700,99.604797,33.477819,7.997500,-0.021588,-0.000171,0.015353
Blowfish-CBC (MATLAB*),46,0.23403300,0.00304300,99.629211,33.340723,7.997327,-0.014240,-0.043342,-0.011134
Blowfish-CBC (MATLAB*),47,0.23337300,0.00314100,99.610901,33.448702,7.997242,-0.010381,0.010742,0.000839
Blowfish-CBC (MATLAB*),48,0.23317800,0.00309900,99.627686,33.319403,7.997379,0.008686,-0.007148,0.023942
Blowfish-CBC (MATLAB*),49,0.23483800,0.00306500,99.618530,33.408269,7.997012,0.006697,-0.006965,-0.001952
Blowfish-CBC (MATLAB*),50,0.23546300,0.00402000,99.612427,33.267068,7.997212,0.024769,0.017586,-0.008819
Blowfish-CBC (MATLAB*),51,0.23306200,0.00420200,99.606323,33.487836,7.996846,-0.011226,0.018973,0.017215
Blowfish-CBC (MATLAB*),52,0.23384000,0.00401300,99.600220,33.568037,7.996820,-0.009795,-0.013384,0.000706
Blowfish-CBC (MATLAB*),53,0.23627200,0.00312200,99.591064,33.502030,7.997020,-0.015888,0.019743,-0.007669
Blowfish-CBC (MATLAB*),54,0.23207700,0.00308100,99.621582,33.437883,7.996981,-0.022539,-0.023197,-0.028579
Blowfish-CBC (MATLAB*),55,0.23316300,0.00406500,99.617004,33.517205,7.996708,-0.017774,-0.000962,-0.010537
Blowfish-CBC (MATLAB*),56,0.23295400,0.00295100,99.617004,33.476227,7.997057,-0.001223,-0.010320,-0.025909
Blowfish-CBC (MATLAB*),57,0.23446500,0.00310500,99.609375,33.496028,7.996860,0.006887,0.008369,-0.014402
Blowfish-CBC (MATLAB*),58,0.23338800,0.00429000,99.623108,33.487860,7.997287,0.007709,0.006578,-0.006943
Blowfish-CBC (MATLAB*),59,0.23289800,0.00310100,99.615479,33.497386,7.996927,-0.001129,-0.008038,0.006542
Blowfish-CBC (MATLAB*),60,0.23305400,0.00294400,99.607849,33.483157,7.997419,0.001529,-0.028169,0.011070
Blowfish-CBC (MATLAB*),61,0.23669000,0.00406000,99.612427,33.467419,7.997598,0.003592,-0.024050,0.028078
Blowfish-CBC (MATLAB*),62,0.23198700,0.00302400,99.655151,33.314957,7.997148,0.005568,-0.002971,0.012163
Blowfish-CBC (MATLAB*),63,0.23021400,0.00314300,99.604797,33.358567,7.997267,-0.002320,-0.029602,0.001841
Blowfish-CBC (MATLAB*),64,0.23345700,0.00301200,99.617004,33.406342,7.997021,0.011324,-0.031097,-0.007293
Blowfish-CBC (MATLAB*),65,0.23345600,0.00392500,99.644470,33.514069,7.996781,0.005701,0.011785,-0.009470
Blowfish-CBC (MATLAB*),66,0.23654100,0.00388100,99.607849,33.348861,7.997123,-0.003482,0.021636,-0.010835
Blowfish-CBC (MATLAB*),67,0.23779800,0.00401400,99.584961,33.398533,7.997182,-0.009803,0.003338,-0.018660
Blowfish-CBC (MATLAB*),68,0.23258000,0.00303900,99.633789,33.312821,7.997041,-0.020732,0.020845,-0.023527
Blowfish-CBC (MATLAB*),69,0.23159900,0.00389200,99.588013,33.497135,7.997190,0.003369,-0.006581,-0.000370
Blowfish-CBC (MATLAB*),70,0.23901800,0.00287200,99.588013,33.430678,7.997168,-0.000326,0.009272,-0.005776
Blowfish-CBC (MATLAB*),71,0.23194600,0.00290200,99.632263,33.468604,7.997376,-0.005302,0.003070,-0.002693
Blowfish-CBC (MATLAB*),72,0.23181200,0.00289300,99.586487,33.401328,7.997162,-0.006270,0.010339,-0.001613
Blowfish-CBC (MATLAB*),73,0.23191200,0.00299200,99.588013,33.251570,7.997252,0.025265,0.021931,0.021738
Blowfish-CBC (MATLAB*),74,0.23403400,0.00399800,99.578857,33.544892,7.996608,-0.004436,0.014926,-0.035036
Blowfish-CBC (MATLAB*),75,0.23053400,0.00297200,99.653625,33.370457,7.997213,0.018418,0.014206,0.000766
Blowfish-CBC (MATLAB*),76,0.23345100,0.00294800,99.562073,33.448827,7.996992,0.021594,0.008544,-0.006865
Blowfish-CBC (MATLAB*),77,0.23294800,0.00292200,99.591064,33.614837,7.997012,-0.015439,0.008753,-0.002301
Blowfish-CBC (MATLAB*),78,0.23361500,0.00288700,99.592590,33.387834,7.997141,0.022050,-0.009874,-0.019054
Blowfish-CBC (MATLAB*),79,0.23347700,0.00299600,99.621582,33.421380,7.996781,0.001907,-0.000453,-0.009397
Blowfish-CBC (MATLAB*),80,0.23104700,0.00297400,99.572754,33.405361,7.997315,-0.008376,0.021350,0.001460
Blowfish-CBC (MATLAB*),81,0.23442900,0.00292600,99.609375,33.414504,7.997251,0.015780,-0.000046,-0.000523
Blowfish-CBC (MATLAB*),82,0.23423100,0.00288000,99.591064,33.518509,7.997513,-0.005226,-0.009295,-0.023808
Blowfish-CBC (MATLAB*),83,0.23089200,0.00303200,99.618530,33.414199,7.997293,-0.028255,0.007016,0.013738
Blowfish-CBC (MATLAB*),84,0.23059900,0.00309100,99.584961,33.574051,7.997017,-0.011561,-0.003467,0.006715
Blowfish-CBC (MATLAB*),85,0.23204800,0.00297100,99.613953,33.458802,7.996966,-0.011733,0.011411,-0.010513
Blowfish-CBC (MATLAB*),86,0.23079600,0.00303100,99.638367,33.455655,7.996779,-0.005720,-0.012688,0.007356
Blowfish-CBC (MATLAB*),87,0.23341200,0.00305100,99.623108,33.550864,7.996971,-0.004405,0.017174,0.000013
Blowfish-CBC (MATLAB*),88,0.23555900,0.00291100,99.578857,33.389928,7.996954,0.005582,0.003740,0.010406
Blowfish-CBC (MATLAB*),89,0.23587700,0.00307100,99.653625,33.606220,7.997025,0.004002,-0.030225,-0.017342
Blowfish-CBC (MATLAB*),90,0.23497800,0.00299100,99.612427,33.526575,7.997430,0.005743,0.002851,0.011922
Blowfish-CBC (MATLAB*),91,0.23230500,0.00305800,99.630737,33.468161,7.997510,0.000786,0.010867,-0.006819
Blowfish-CBC (MATLAB*),92,0.23033400,0.00304900,99.632263,33.414181,7.997345,-0.005044,-0.027387,-0.011562
Blowfish-CBC (MATLAB*),93,0.23266800,0.00297600,99.630737,33.482540,7.997047,0.021092,0.003127,-0.000864
Blowfish-CBC (MATLAB*),94,0.23279400,0.00386400,99.600220,33.449797,7.997328,-0.006162,0.018665,0.012897
Blowfish-CBC (MATLAB*),95,0.23020100,0.00303000,99.609375,33.569144,7.997594,0.010956,0.003213,-0.003152
Blowfish-CBC (MATLAB*),96,0.23310100,0.00291700,99.653625,33.473032,7.997176,-0.006597,-0.001059,-0.013938
Blowfish-CBC (MATLAB*),97,0.23017700,0.00296100,99.620056,33.605359,7.997281,0.006266,0.006205,0.017672
Blowfish-CBC (MATLAB*),98,0.23026600,0.00405000,99.630737,33.485179,7.997454,0.017417,0.014919,0.004482
Blowfish-CBC (MATLAB*),99,0.23102700,0.00290900,99.627686,33.406522,7.997183,-0.013291,-0.003832,0.000057
Blowfish-CBC (MATLAB*),100,0.23150500,0.00287600,99.618530,33.547591,7.996948,-0.006565,0.001659,0.005596
ChaCha20 (MATLAB*),1,0.00667700,0.00643400,0.001526,0.000006,7.996839,0.007514,-0.005470,-0.005369
ChaCha20 (MATLAB*),2,0.00704900,0.00645300,0.001526,0.000006,7.997377,-0.008144,-0.012560,0.008823
ChaCha20 (MATLAB*),3,0.00636900,0.00624700,0.001526,0.000006,7.997506,-0.016169,0.001240,0.005447
ChaCha20 (MATLAB*),4,0.00683000,0.00645900,0.001526,0.000006,7.997099,-0.014091,0.019721,0.029980
ChaCha20 (MATLAB*),5,0.00684300,0.00654500,0.001526,0.000006,7.997566,-0.012015,0.010117,-0.004361
ChaCha20 (MATLAB*),6,0.00869800,0.00871000,0.001526,0.000006,7.997446,0.000917,0.003476,-0.002480
ChaCha20 (MATLAB*),7,0.00872300,0.00867000,0.001526,0.000006,7.996541,0.010174,-0.010984,-0.016086
ChaCha20 (MATLAB*),8,0.00889900,0.00870900,0.001526,0.000006,7.997633,0.004284,-0.018715,-0.000649
ChaCha20 (MATLAB*),9,0.00676300,0.01047200,0.001526,0.000006,7.997417,-0.007792,-0.009810,-0.010812
ChaCha20 (MATLAB*),10,0.00652800,0.00622100,0.001526,0.000006,7.997445,-0.006102,0.010357,-0.006358
ChaCha20 (MATLAB*),11,0.00849200,0.00687800,0.001526,0.000006,7.997284,0.014868,-0.001982,-0.006658
ChaCha20 (MATLAB*),12,0.00631000,0.00621900,0.001526,0.000006,7.997135,0.021532,-0.006634,0.017384
ChaCha20 (MATLAB*),13,0.00620400,0.00607200,0.001526,0.000006,7.996379,-0.013152,0.008693,-0.005547
ChaCha20 (MATLAB*),14,0.00664500,0.00636400,0.001526,0.000006,7.997033,0.018103,-0.014899,-0.003992
ChaCha20 (MATLAB*),15,0.00864000,0.00844000,0.001526,0.000006,7.997056,0.007842,-0.001025,-0.003873
ChaCha20 (MATLAB*),16,0.00649100,0.00620800,0.001526,0.000006,7.997010,-0.006827,0.014834,0.032571
ChaCha20 (MATLAB*),17,0.00652200,0.00620600,0.001526,0.000006,7.997418,-0.013426,-0.008263,-0.003482
ChaCha20 (MATLAB*),18,0.00643800,0.00617800,0.001526,0.000006,7.997121,0.010417,-0.008029,0.002770
ChaCha20 (MATLAB*),19,0.00860100,0.00857100,0.001526,0.000006,7.997368,-0.011341,-0.002183,0.002960
ChaCha20 (MATLAB*),20,0.00844100,0.00837600,0.001526,0.000006,7.997430,0.000460,-0.002582,0.019069
ChaCha20 (MATLAB*),21,0.00853500,0.00847000,0.001526,0.000006,7.997136,0.013747,-0.030808,0.002861
ChaCha20 (MATLAB*),22,0.00648900,0.00618200,0.001526,0.000006,7.996794,-0.009250,0.028269,-0.015858
